@relation adult-weka.filters.unsupervised.instance.Resample-S1-Z20.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z5.0-no-replacement-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement

@attribute age numeric
@attribute ' workclass' {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute edu_num numeric
@attribute marital {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute cap_gain numeric
@attribute cap_loss numeric
@attribute hr_per_wk numeric
@attribute native {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute class {' <=50K',' >50K'}

@data
75,' State-gov',113868,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male',0,0,20,' United-States',' >50K'
20,' Self-emp-inc',95997,' HS-grad',9,' Never-married',' Farming-fishing',' Own-child',' White',' Male',0,0,70,' United-States',' <=50K'
40,' Private',104719,' Some-college',10,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
63,' Self-emp-not-inc',125178,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
39,' Private',192702,' Masters',14,' Never-married',' Craft-repair',' Not-in-family',' White',' Female',0,0,50,' United-States',' <=50K'
28,' Private',125527,' Some-college',10,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
33,' Self-emp-not-inc',270889,' HS-grad',9,' Never-married',' Transport-moving',' Not-in-family',' White',' Male',0,0,60,' United-States',' <=50K'
28,' Private',61487,' HS-grad',9,' Never-married',' Prof-specialty',' Unmarried',' Black',' Male',0,0,40,' United-States',' <=50K'
52,' Private',181901,' HS-grad',9,' Married-spouse-absent',' Farming-fishing',' Other-relative',' White',' Male',0,0,20,' Mexico',' <=50K'
63,' Private',273010,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',3471,0,40,' United-States',' <=50K'
40,' Private',264663,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,60,' United-States',' <=50K'
17,' Private',130795,' 10th',6,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
52,' Private',158746,' HS-grad',9,' Never-married',' Other-service',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',190483,' Some-college',10,' Divorced',' Sales',' Own-child',' White',' Female',0,0,48,' Iran',' <=50K'
19,' ?',371827,' HS-grad',9,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' Portugal',' <=50K'
33,' Private',222654,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
35,' Private',57640,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,35,' United-States',' <=50K'
60,' Private',230545,' 7th-8th',4,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,35,' Cuba',' <=50K'
25,' Private',91709,' Assoc-acdm',12,' Never-married',' Tech-support',' Not-in-family',' White',' Female',0,0,45,' United-States',' <=50K'
29,' Local-gov',289991,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
44,' Private',320277,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
54,' Private',94055,' Bachelors',13,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Self-emp-not-inc',206889,' Some-college',10,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
25,' Private',479765,' 7th-8th',4,' Never-married',' Sales',' Other-relative',' White',' Male',0,0,45,' Guatemala',' <=50K'
19,' Private',266635,' HS-grad',9,' Never-married',' Other-service',' Own-child',' Black',' Male',0,0,30,' United-States',' <=50K'
41,' Private',173370,' Bachelors',13,' Separated',' Sales',' Unmarried',' White',' Female',0,0,30,' United-States',' <=50K'
36,' Local-gov',285865,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
32,' Private',199963,' 11th',7,' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
40,' Private',135056,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,45,' United-States',' <=50K'
42,' Local-gov',238188,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,35,' United-States',' >50K'
53,' Private',238481,' Assoc-voc',11,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,1485,40,' United-States',' <=50K'
35,' Private',33397,' HS-grad',9,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
18,' Private',183315,' 11th',7,' Never-married',' Sales',' Own-child',' Black',' Female',0,0,10,' United-States',' <=50K'
48,' ?',185291,' Bachelors',13,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,6,' United-States',' <=50K'
51,' Private',186303,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
60,' Self-emp-not-inc',52900,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,42,' United-States',' >50K'
21,' Private',243368,' Preschool',1,' Never-married',' Farming-fishing',' Not-in-family',' White',' Male',0,0,50,' Mexico',' <=50K'
32,' Private',200246,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
31,' Local-gov',58624,' HS-grad',9,' Never-married',' Transport-moving',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Local-gov',74056,' Bachelors',13,' Never-married',' Tech-support',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
31,' Private',48189,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
68,' Private',224338,' Assoc-voc',11,' Widowed',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
35,' Private',154410,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
65,' Private',149811,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,2206,59,' Canada',' <=50K'
28,' ?',190303,' Assoc-acdm',12,' Never-married',' ?',' Other-relative',' White',' Male',0,0,40,' United-States',' <=50K'
35,' Self-emp-inc',196373,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
32,' Private',136480,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
17,' Private',342752,' 11th',7,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
54,' State-gov',123592,' HS-grad',9,' Separated',' Adm-clerical',' Unmarried',' Black',' Female',3887,0,35,' United-States',' <=50K'
20,' ?',124954,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
62,' Private',121319,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',3103,0,40,' United-States',' >50K'
24,' Private',270517,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,40,' Mexico',' <=50K'
34,' ?',55921,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',97933,' Assoc-acdm',12,' Married-civ-spouse',' Transport-moving',' Wife',' White',' Female',0,1485,37,' United-States',' >50K'
40,' Private',169995,' HS-grad',9,' Divorced',' Craft-repair',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
38,' Self-emp-inc',275223,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',7688,0,40,' United-States',' >50K'
45,' Private',360393,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,1902,50,' United-States',' >50K'
32,' Private',340917,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',114955,' Assoc-acdm',12,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
40,' Private',53506,' Bachelors',13,' Divorced',' Craft-repair',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
30,' Private',219110,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,46,' United-States',' <=50K'
18,' Private',156874,' 12th',8,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,27,' United-States',' <=50K'
36,' Private',29702,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',7688,0,40,' United-States',' >50K'
56,' Private',168625,' HS-grad',9,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',4101,0,40,' United-States',' <=50K'
35,' Private',186934,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',7688,0,50,' United-States',' >50K'
58,' Private',372181,' HS-grad',9,' Divorced',' Sales',' Unmarried',' White',' Female',0,0,40,' United-States',' >50K'
64,' Private',103021,' 7th-8th',4,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
23,' Local-gov',40021,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,70,' United-States',' <=50K'
42,' Private',162003,' Doctorate',16,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,36,' United-States',' >50K'
47,' Private',285200,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
90,' ?',77053,' HS-grad',9,' Widowed',' ?',' Not-in-family',' White',' Female',0,4356,40,' United-States',' <=50K'
55,' Local-gov',28151,' HS-grad',9,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' >50K'
30,' Private',226943,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,35,' United-States',' <=50K'
25,' Private',184698,' 10th',6,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' Dominican-Republic',' <=50K'
30,' Private',255486,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' Black',' Male',0,0,25,' United-States',' <=50K'
21,' Private',165107,' Some-college',10,' Never-married',' Priv-house-serv',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
50,' Private',142073,' HS-grad',9,' Married-spouse-absent',' Exec-managerial',' Not-in-family',' White',' Female',0,0,55,' United-States',' <=50K'
74,' Private',180455,' Bachelors',13,' Widowed',' Other-service',' Not-in-family',' White',' Female',0,0,8,' United-States',' <=50K'
52,' Private',183618,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
36,' Private',185360,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
20,' Private',266400,' Some-college',10,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,48,' United-States',' <=50K'
23,' Private',433669,' Assoc-acdm',12,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',165814,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
31,' Private',157078,' 10th',6,' Never-married',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
29,' Private',308944,' HS-grad',9,' Married-spouse-absent',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',295649,' HS-grad',9,' Separated',' Other-service',' Unmarried',' White',' Female',0,0,40,' China',' <=50K'
21,' Private',197182,' Assoc-acdm',12,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
24,' ?',283731,' Bachelors',13,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Private',29807,' HS-grad',9,' Separated',' Handlers-cleaners',' Unmarried',' White',' Female',0,0,40,' Japan',' <=50K'
24,' Federal-gov',29591,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' Other',' Female',0,0,40,' United-States',' <=50K'
27,' State-gov',340269,' Some-college',10,' Never-married',' Protective-serv',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
21,' Private',227986,' HS-grad',9,' Never-married',' Machine-op-inspct',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
42,' Private',175935,' HS-grad',9,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,1980,46,' United-States',' <=50K'
45,' Private',169092,' HS-grad',9,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,55,' United-States',' <=50K'
84,' Local-gov',163685,' HS-grad',9,' Widowed',' Exec-managerial',' Not-in-family',' White',' Female',0,0,33,' United-States',' <=50K'
18,' ?',264924,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
29,' Private',130856,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
31,' Private',402361,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',205895,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
39,' Private',188069,' 9th',5,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,25,' United-States',' <=50K'
62,' Private',150693,' HS-grad',9,' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',0,0,42,' United-States',' <=50K'
25,' Private',154863,' HS-grad',9,' Never-married',' Adm-clerical',' Unmarried',' Black',' Male',0,0,35,' United-States',' <=50K'
32,' Private',50178,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Male',0,0,35,' United-States',' <=50K'
51,' Private',98791,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
27,' Private',156266,' HS-grad',9,' Never-married',' Sales',' Own-child',' Amer-Indian-Eskimo',' Male',0,0,20,' United-States',' <=50K'
49,' State-gov',155372,' Masters',14,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
43,' Private',181015,' HS-grad',9,' Divorced',' Machine-op-inspct',' Unmarried',' White',' Female',0,0,50,' United-States',' <=50K'
37,' Local-gov',189878,' Some-college',10,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
53,' Private',191025,' Some-college',10,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,43,' United-States',' <=50K'
27,' Private',176683,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,48,' United-States',' <=50K'
43,' Federal-gov',325706,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',0,0,50,' India',' >50K'
37,' Private',291981,' HS-grad',9,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
68,' Private',138714,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
28,' Self-emp-not-inc',115945,' Some-college',10,' Never-married',' Prof-specialty',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',184596,' 11th',7,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',3942,0,50,' United-States',' <=50K'
19,' Private',299598,' HS-grad',9,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,16,' United-States',' <=50K'
30,' Private',198183,' Assoc-voc',11,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
39,' Private',294183,' HS-grad',9,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
42,' Self-emp-not-inc',212847,' HS-grad',9,' Never-married',' Farming-fishing',' Own-child',' White',' Male',0,0,85,' United-States',' <=50K'
31,' Private',334744,' HS-grad',9,' Separated',' Transport-moving',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
67,' ?',192916,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',3818,0,11,' United-States',' <=50K'
42,' Private',39324,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
40,' Private',141245,' Bachelors',13,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',0,0,40,' Puerto-Rico',' <=50K'
25,' Private',204219,' HS-grad',9,' Never-married',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' Mexico',' <=50K'
71,' Private',183678,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,16,' United-States',' <=50K'
29,' Private',293073,' Bachelors',13,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,50,' United-States',' >50K'
45,' Self-emp-inc',185497,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Wife',' Asian-Pac-Islander',' Female',0,0,70,' ?',' <=50K'
49,' Private',120629,' Some-college',10,' Widowed',' Sales',' Unmarried',' White',' Female',0,0,30,' United-States',' <=50K'
49,' ?',202874,' HS-grad',9,' Separated',' ?',' Unmarried',' White',' Female',0,0,40,' Columbia',' <=50K'
64,' Private',86972,' Some-college',10,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
29,' Private',262478,' HS-grad',9,' Never-married',' Farming-fishing',' Own-child',' Black',' Male',0,0,30,' United-States',' <=50K'
54,' Private',145714,' HS-grad',9,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',7688,0,25,' United-States',' >50K'
54,' Private',139703,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',3103,0,40,' Germany',' >50K'
45,' Private',190482,' HS-grad',9,' Divorced',' Machine-op-inspct',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
55,' Private',124808,' Assoc-voc',11,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,1977,50,' Germany',' >50K'
37,' Federal-gov',289653,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
37,' Private',218955,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
35,' Private',340260,' HS-grad',9,' Divorced',' Craft-repair',' Unmarried',' White',' Female',0,0,48,' United-States',' <=50K'
18,' Private',301867,' HS-grad',9,' Never-married',' Sales',' Own-child',' Amer-Indian-Eskimo',' Female',0,0,20,' United-States',' <=50K'
23,' Private',209483,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,50,' United-States',' <=50K'
73,' ?',84053,' HS-grad',9,' Widowed',' ?',' Not-in-family',' White',' Female',0,0,15,' United-States',' <=50K'
28,' Private',314177,' 10th',6,' Never-married',' Handlers-cleaners',' Other-relative',' Black',' Male',0,0,40,' United-States',' <=50K'
29,' Private',205499,' Some-college',10,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
42,' Private',135056,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
53,' Private',548580,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' Guatemala',' <=50K'
57,' State-gov',290661,' Doctorate',16,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,60,' United-States',' >50K'
49,' Local-gov',184428,' Masters',14,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
47,' Local-gov',138342,' 11th',7,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',3411,0,40,' El-Salvador',' <=50K'
17,' Private',150262,' 11th',7,' Never-married',' Sales',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
37,' Private',230408,' HS-grad',9,' Divorced',' Other-service',' Not-in-family',' Black',' Female',0,0,20,' United-States',' <=50K'
67,' Self-emp-not-inc',105907,' 1st-4th',2,' Widowed',' Other-service',' Not-in-family',' Black',' Female',0,0,20,' United-States',' <=50K'
42,' Private',115178,' Bachelors',13,' Divorced',' Prof-specialty',' Unmarried',' White',' Female',0,0,15,' United-States',' <=50K'
50,' Local-gov',311551,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',7688,0,50,' United-States',' >50K'
35,' Private',228493,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Male',0,0,48,' United-States',' <=50K'
39,' Private',188540,' HS-grad',9,' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
27,' Private',347513,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
41,' Local-gov',37848,' HS-grad',9,' Never-married',' Other-service',' Unmarried',' White',' Female',0,0,25,' United-States',' <=50K'
49,' Self-emp-not-inc',199590,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' Mexico',' <=50K'
62,' ?',144583,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',684015,' 5th-6th',3,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,40,' El-Salvador',' <=50K'
57,' Private',103403,' 5th-6th',3,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',211424,' Bachelors',13,' Never-married',' Exec-managerial',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
38,' Federal-gov',303817,' Some-college',10,' Divorced',' Exec-managerial',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
45,' Private',190088,' HS-grad',9,' Married-spouse-absent',' Adm-clerical',' Unmarried',' White',' Female',0,0,30,' United-States',' <=50K'
48,' Private',248059,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',5013,0,45,' United-States',' <=50K'
23,' Private',98283,' Bachelors',13,' Never-married',' Exec-managerial',' Own-child',' Asian-Pac-Islander',' Male',0,0,40,' United-States',' <=50K'
52,' Private',124591,' HS-grad',9,' Never-married',' Handlers-cleaners',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',58522,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',94364,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' Other',' Female',0,0,20,' United-States',' <=50K'
18,' Private',243240,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,37,' United-States',' <=50K'
18,' Private',270544,' 12th',8,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
27,' Private',328981,' HS-grad',9,' Never-married',' Machine-op-inspct',' Unmarried',' Black',' Male',0,0,40,' United-States',' <=50K'
38,' Private',248886,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,42,' United-States',' <=50K'
32,' Private',245487,' 5th-6th',3,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Amer-Indian-Eskimo',' Male',0,0,40,' Mexico',' <=50K'
38,' Self-emp-inc',125324,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,80,' United-States',' >50K'
18,' Private',100875,' 11th',7,' Never-married',' Other-service',' Unmarried',' White',' Female',0,0,28,' United-States',' <=50K'
52,' Self-emp-not-inc',146579,' HS-grad',9,' Divorced',' Sales',' Unmarried',' Black',' Male',0,0,40,' United-States',' <=50K'
37,' ?',122265,' HS-grad',9,' Divorced',' ?',' Not-in-family',' Asian-Pac-Islander',' Female',0,0,42,' ?',' <=50K'
28,' Self-emp-not-inc',226198,' HS-grad',9,' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
32,' Private',127895,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
45,' Private',27332,' HS-grad',9,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
20,' Private',155818,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
25,' Private',195994,' 1st-4th',2,' Never-married',' Priv-house-serv',' Not-in-family',' White',' Female',0,0,40,' Guatemala',' <=50K'
24,' State-gov',275421,' Some-college',10,' Never-married',' Machine-op-inspct',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
41,' Local-gov',173051,' Some-college',10,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,45,' United-States',' <=50K'
53,' Private',108083,' 7th-8th',4,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
43,' Local-gov',337469,' Some-college',10,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',594,0,20,' Mexico',' <=50K'
23,' Private',185554,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
54,' Private',391016,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
31,' Private',442429,' HS-grad',9,' Separated',' Craft-repair',' Unmarried',' White',' Female',0,0,40,' Mexico',' <=50K'
23,' Private',388811,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
28,' Private',221215,' 10th',6,' Never-married',' Handlers-cleaners',' Other-relative',' White',' Male',0,0,40,' Mexico',' <=50K'
19,' Private',212468,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,15,' United-States',' <=50K'
40,' Private',375603,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' Black',' Male',0,0,40,' United-States',' <=50K'
30,' Private',227359,' Some-college',10,' Never-married',' Craft-repair',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',172581,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
