@relation adult-weka.filters.unsupervised.instance.Resample-S1-Z20.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z5.0-no-replacement-weka.filters.unsupervised.instance.Resample-S1-Z30.0-no-replacement

@attribute age numeric
@attribute ' workclass' {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute edu_num numeric
@attribute marital {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute cap_gain numeric
@attribute cap_loss numeric
@attribute hr_per_wk numeric
@attribute native {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute class {' <=50K',' >50K'}

@data
53,' Self-emp-not-inc',158284,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,70,' United-States',' <=50K'
34,' Private',188736,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Other-relative',' Other',' Female',0,0,20,' Columbia',' <=50K'
40,' Federal-gov',112388,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',309350,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Self-emp-not-inc',167476,' 11th',7,' Divorced',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,7,' United-States',' <=50K'
23,' Private',199915,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
58,' Private',238438,' Some-college',10,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,42,' United-States',' <=50K'
48,' State-gov',212954,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',15024,0,40,' United-States',' >50K'
43,' Private',184846,' HS-grad',9,' Widowed',' Machine-op-inspct',' Unmarried',' White',' Female',0,0,60,' United-States',' <=50K'
35,' Private',347491,' Assoc-voc',11,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
30,' State-gov',290677,' Masters',14,' Never-married',' Adm-clerical',' Not-in-family',' Black',' Female',0,0,20,' United-States',' <=50K'
27,' Local-gov',322208,' Some-college',10,' Never-married',' Transport-moving',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
20,' ?',34321,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
69,' Private',71489,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,25,' United-States',' <=50K'
32,' Private',95885,' 11th',7,' Never-married',' Craft-repair',' Not-in-family',' Amer-Indian-Eskimo',' Male',13550,0,60,' United-States',' >50K'
37,' Self-emp-not-inc',120130,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
29,' Self-emp-inc',241431,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,35,' United-States',' >50K'
23,' Private',217961,' Some-college',10,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,15,' United-States',' <=50K'
20,' Private',33221,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,25,' United-States',' <=50K'
23,' Private',50953,' Some-college',10,' Never-married',' Priv-house-serv',' Own-child',' White',' Female',0,0,10,' United-States',' <=50K'
20,' Private',54012,' HS-grad',9,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
47,' Private',27624,' Assoc-voc',11,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,55,' United-States',' <=50K'
42,' Self-emp-not-inc',30759,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,35,' United-States',' <=50K'
32,' Private',154087,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
19,' Private',167859,' HS-grad',9,' Never-married',' Other-service',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
52,' Private',128272,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,14,' United-States',' <=50K'
18,' ?',118847,' HS-grad',9,' Never-married',' ?',' Own-child',' White',' Female',0,0,24,' United-States',' <=50K'
37,' Self-emp-inc',196123,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,70,' United-States',' >50K'
31,' Private',223212,' 7th-8th',4,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,50,' United-States',' <=50K'
52,' Private',194580,' 5th-6th',3,' Divorced',' Farming-fishing',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
36,' Private',178815,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',8614,0,40,' United-States',' >50K'
31,' State-gov',124020,' Assoc-acdm',12,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
44,' Private',172032,' Assoc-voc',11,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',7298,0,51,' United-States',' >50K'
27,' Private',96219,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,45,' United-States',' <=50K'
52,' Private',155233,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
40,' Private',198316,' 10th',6,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
21,' Private',107895,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,35,' United-States',' <=50K'
45,' Private',223999,' 9th',5,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,1848,40,' United-States',' >50K'
29,' State-gov',183285,' Some-college',10,' Never-married',' Protective-serv',' Not-in-family',' White',' Male',0,0,36,' United-States',' <=50K'
33,' Local-gov',368675,' Some-college',10,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
32,' Private',198068,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',235271,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
32,' Local-gov',177794,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
58,' Self-emp-not-inc',140729,' Bachelors',13,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,35,' United-States',' <=50K'
47,' Private',323798,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',15024,0,55,' United-States',' >50K'
30,' Private',216811,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' Amer-Indian-Eskimo',' Male',0,0,40,' United-States',' <=50K'
23,' Federal-gov',41356,' Assoc-acdm',12,' Never-married',' Exec-managerial',' Unmarried',' White',' Female',0,0,32,' United-States',' <=50K'
29,' Private',253262,' Some-college',10,' Never-married',' Craft-repair',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
45,' Private',266860,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',15024,0,50,' United-States',' >50K'
68,' Private',192829,' Assoc-acdm',12,' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,43,' United-States',' <=50K'
40,' Self-emp-not-inc',111971,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,30,' United-States',' <=50K'
43,' Private',52498,' HS-grad',9,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,0,40,' United-States',' >50K'
32,' Private',159187,' Assoc-voc',11,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
57,' Private',167864,' Assoc-voc',11,' Widowed',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
35,' Private',187089,' Assoc-voc',11,' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',0,0,42,' United-States',' >50K'
19,' Private',162954,' 12th',8,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
23,' Private',99543,' 12th',8,' Never-married',' Transport-moving',' Not-in-family',' White',' Male',0,0,46,' United-States',' <=50K'
39,' Private',119272,' 10th',6,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',39477,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,30,' United-States',' <=50K'
34,' Private',202498,' 12th',8,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' Dominican-Republic',' <=50K'
38,' Private',217349,' Assoc-voc',11,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',14344,0,40,' United-States',' >50K'
64,' Self-emp-not-inc',149698,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
22,' Private',117606,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,32,' United-States',' <=50K'
47,' Private',209212,' 9th',5,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',0,0,56,' ?',' <=50K'
20,' Private',379525,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,10,' United-States',' <=50K'
65,' Self-emp-not-inc',145628,' 10th',6,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Local-gov',151626,' HS-grad',9,' Never-married',' Prof-specialty',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
57,' Private',109015,' Some-college',10,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,48,' United-States',' <=50K'
41,' Private',187802,' Some-college',10,' Divorced',' Tech-support',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
26,' Private',242768,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,38,' United-States',' <=50K'
51,' Self-emp-not-inc',135102,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,65,' United-States',' <=50K'
45,' Private',148171,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',15024,0,40,' United-States',' >50K'
50,' Private',146310,' 9th',5,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',207668,' Bachelors',13,' Never-married',' Tech-support',' Not-in-family',' White',' Male',0,0,60,' Hungary',' <=50K'
55,' Private',129762,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
34,' Private',191856,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',7298,0,40,' United-States',' >50K'
57,' Private',178353,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
33,' Private',219838,' 10th',6,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
54,' Private',227832,' 12th',8,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
39,' Private',106961,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
21,' Private',322931,' Some-college',10,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,55,' United-States',' <=50K'
29,' Private',385092,' Some-college',10,' Divorced',' Prof-specialty',' Own-child',' White',' Female',0,0,36,' United-States',' <=50K'
36,' Private',218542,' HS-grad',9,' Separated',' Adm-clerical',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
46,' Private',156926,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
25,' Private',476334,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
69,' Private',145656,' Some-college',10,' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',0,0,24,' United-States',' <=50K'
45,' Federal-gov',358242,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
28,' ?',161290,' Some-college',10,' Never-married',' ?',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
33,' Private',112847,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' ?',' <=50K'
20,' Private',196678,' 12th',8,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
18,' Private',266489,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
46,' Self-emp-not-inc',140121,' HS-grad',9,' Divorced',' Craft-repair',' Own-child',' White',' Male',0,0,50,' United-States',' <=50K'
20,' Private',291407,' 11th',7,' Never-married',' Handlers-cleaners',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
38,' Private',204501,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
31,' ?',283531,' HS-grad',9,' Divorced',' ?',' Unmarried',' Black',' Female',0,0,20,' United-States',' <=50K'
28,' Private',208249,' Some-college',10,' Divorced',' Tech-support',' Not-in-family',' White',' Male',0,0,24,' United-States',' <=50K'
35,' Private',142616,' HS-grad',9,' Separated',' Other-service',' Own-child',' Black',' Female',0,0,30,' United-States',' <=50K'
36,' Private',182863,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
33,' Private',138667,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
31,' Federal-gov',166626,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
59,' ?',424468,' Bachelors',13,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
19,' Private',101549,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,15,' United-States',' <=50K'
48,' Self-emp-inc',51579,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
42,' Self-emp-not-inc',98061,' Assoc-voc',11,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
41,' Self-emp-not-inc',145441,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' Yugoslavia',' <=50K'
31,' State-gov',557853,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,47,' United-States',' <=50K'
43,' Private',245487,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' Other',' Male',0,0,40,' Mexico',' <=50K'
49,' Self-emp-not-inc',171540,' Some-college',10,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
65,' Local-gov',153890,' 12th',8,' Widowed',' Exec-managerial',' Not-in-family',' White',' Male',2009,0,44,' United-States',' <=50K'
20,' Private',161708,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
21,' ?',140012,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
32,' Private',281540,' Some-college',10,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
24,' State-gov',506329,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' Asian-Pac-Islander',' Male',0,0,40,' ?',' <=50K'
53,' Private',277471,' Assoc-voc',11,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
17,' Private',25690,' 10th',6,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,10,' United-States',' <=50K'
42,' Private',34037,' Doctorate',16,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
28,' Private',113870,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
49,' Local-gov',31267,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
41,' Private',175674,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
50,' Self-emp-inc',201689,' 7th-8th',4,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,1977,63,' ?',' >50K'
40,' Private',321856,' HS-grad',9,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,0,60,' United-States',' >50K'
56,' Self-emp-inc',109856,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',15024,0,50,' United-States',' >50K'
26,' Private',284343,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
29,' Self-emp-inc',168221,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,1740,70,' United-States',' <=50K'
35,' Local-gov',182570,' Assoc-acdm',12,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
24,' Private',283092,' HS-grad',9,' Never-married',' Adm-clerical',' Other-relative',' Black',' Male',0,0,40,' Jamaica',' <=50K'
61,' Self-emp-not-inc',221884,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
43,' Private',191765,' HS-grad',9,' Divorced',' Tech-support',' Unmarried',' Black',' Female',0,0,35,' United-States',' <=50K'
44,' Self-emp-not-inc',127482,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',7298,0,50,' England',' >50K'
38,' Private',34378,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,55,' United-States',' <=50K'
45,' Local-gov',334039,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
60,' Self-emp-not-inc',38622,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
35,' Private',219546,' Some-college',10,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,45,' Germany',' <=50K'
34,' Private',226443,' HS-grad',9,' Divorced',' Adm-clerical',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
51,' Private',142835,' 11th',7,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',65704,' HS-grad',9,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' ?',' <=50K'
48,' Private',196107,' HS-grad',9,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,30,' United-States',' <=50K'
20,' ?',117222,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
37,' State-gov',29145,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
51,' Self-emp-not-inc',20795,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Private',104359,' Some-college',10,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
70,' ?',54849,' Doctorate',16,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,20,' United-States',' >50K'
17,' Private',218361,' 10th',6,' Never-married',' Other-service',' Own-child',' White',' Female',0,1602,12,' United-States',' <=50K'
57,' Federal-gov',414994,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
27,' Private',419146,' 5th-6th',3,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,75,' Mexico',' <=50K'
63,' Self-emp-not-inc',168048,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,30,' United-States',' <=50K'
24,' Private',145111,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
42,' Private',182108,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
40,' Private',252392,' 5th-6th',3,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
35,' Private',148015,' Bachelors',13,' Never-married',' Sales',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
19,' Private',196119,' HS-grad',9,' Never-married',' Sales',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
54,' Self-emp-inc',357596,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',7298,0,55,' United-States',' >50K'
24,' Private',417668,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
58,' Private',265086,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
35,' Private',198341,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' ?',' <=50K'
27,' Private',165412,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',203488,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,50,' United-States',' <=50K'
40,' Private',121874,' Assoc-acdm',12,' Married-civ-spouse',' Sales',' Husband',' White',' Male',7688,0,50,' United-States',' >50K'
45,' Self-emp-not-inc',216402,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',0,0,50,' India',' >50K'
68,' ?',270339,' 10th',6,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,35,' United-States',' <=50K'
35,' Private',149347,' HS-grad',9,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,70,' United-States',' <=50K'
20,' Federal-gov',410446,' HS-grad',9,' Never-married',' Adm-clerical',' Other-relative',' White',' Male',0,0,20,' United-States',' <=50K'
27,' Private',109004,' HS-grad',9,' Separated',' Craft-repair',' Unmarried',' Black',' Male',0,0,40,' United-States',' <=50K'
22,' ?',269221,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Private',106935,' Some-college',10,' Separated',' Sales',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
49,' Self-emp-inc',306289,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
27,' Private',97165,' Some-college',10,' Never-married',' Machine-op-inspct',' Other-relative',' White',' Female',0,0,40,' United-States',' <=50K'
31,' Self-emp-inc',304212,' Some-college',10,' Never-married',' Exec-managerial',' Own-child',' White',' Male',0,0,45,' United-States',' <=50K'
24,' Private',233280,' Assoc-acdm',12,' Never-married',' Sales',' Own-child',' White',' Female',0,0,37,' United-States',' <=50K'
23,' Self-emp-inc',201682,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
19,' Private',100790,' HS-grad',9,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
38,' Self-emp-inc',176357,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
33,' Private',231826,' 1st-4th',2,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
43,' Private',184018,' Assoc-acdm',12,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
37,' Private',140854,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
37,' Private',177895,' Some-college',10,' Married-civ-spouse',' Tech-support',' Wife',' White',' Female',5013,0,40,' United-States',' <=50K'
40,' Private',115331,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,35,' United-States',' <=50K'
38,' Local-gov',287658,' Masters',14,' Divorced',' Prof-specialty',' Not-in-family',' Black',' Male',0,0,40,' Jamaica',' <=50K'
62,' Local-gov',164518,' HS-grad',9,' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',0,0,38,' United-States',' <=50K'
34,' Private',283921,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
56,' Private',125000,' Bachelors',13,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
62,' Local-gov',203525,' 7th-8th',4,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',2829,0,40,' United-States',' <=50K'
34,' Private',28053,' Bachelors',13,' Married-spouse-absent',' Adm-clerical',' Not-in-family',' White',' Female',0,0,25,' United-States',' <=50K'
24,' Private',437666,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',2885,0,50,' United-States',' <=50K'
47,' Private',107460,' HS-grad',9,' Separated',' Exec-managerial',' Unmarried',' White',' Female',0,0,37,' United-States',' <=50K'
51,' Private',161838,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,57,' United-States',' <=50K'
50,' Self-emp-not-inc',371305,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,1902,60,' United-States',' >50K'
42,' State-gov',212027,' Bachelors',13,' Divorced',' Prof-specialty',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
26,' Private',135845,' Some-college',10,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,37,' United-States',' <=50K'
24,' Self-emp-not-inc',375313,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,40,' United-States',' <=50K'
41,' Private',215479,' HS-grad',9,' Separated',' Handlers-cleaners',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
32,' Private',194740,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,1902,40,' United-States',' >50K'
21,' Private',51262,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,35,' United-States',' <=50K'
