@relation yeast-weka.filters.unsupervised.attribute.Remove-R1_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A9-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute loc_site {MIT,NUC,CYT,ME1,EXC,ME2,ME3,VAC,POX,ERL}

@data
0.017121,0.031013,-0.01095,-0.018839,-0.004469,-0.010682,0.024474,0.007123,CYT
0.019437,0.030306,-0.00974,-0.019385,-0.00516,-0.010726,0.022854,0.005488,CYT
0.066101,-0.00516,0.011899,-0.012077,-0.02759,0.013012,0.001581,0.000695,ME3
0.060408,0.005153,-0.038833,-0.031428,-0.005908,0.034309,-0.046288,-0.007706,ME3
0.022144,0.016597,0.031562,-0.026008,0.012525,0.024068,-0.025364,-0.039797,ME2
0.035495,0.031739,0.009758,-0.0207,-0.003154,0.031015,-0.019754,-0.003029,ME3
0.020647,0.020961,-0.022541,-0.027033,0.004331,-0.001284,0.000093,-0.0091,CYT
0.031714,0.019584,0.003841,-0.020481,0.00032,0.029655,-0.018458,-0.007647,ME2
0.023994,0.03392,0.012034,-0.020064,0.000634,0.019791,-0.008187,-0.005553,CYT
0.000233,0.039388,0.049093,-0.027941,0.029092,0.04247,-0.039498,-0.046322,ME2
0.031456,0.024486,0.010531,-0.017761,-0.002749,0.028686,-0.012431,-0.002666,CYT
0.030492,0.016491,0.007574,-0.025443,0.005784,0.026045,-0.025301,-0.022685,ME3
0.040908,0.010343,0.025264,-0.021146,-0.001799,0.028817,-0.023804,-0.024214,ME3
0.04985,-0.015926,0.001129,-0.013136,-0.014001,0.019957,-0.003734,-0.006639,ME3
0.030532,0.007523,-0.01257,-0.005118,-0.014668,0.021005,0.018284,0.02716,CYT
0.044486,-0.011515,0.018983,-0.007904,-0.016288,0.015728,0.009677,-0.004307,ME2
0.02209,0.026864,0.011947,-0.01822,0.00485,0.036583,-0.018159,-0.005686,CYT
0.044612,0.026102,-0.017491,-0.027528,-0.005977,0.017793,-0.021294,-0.003136,ME3
0.016627,0.00085,0.02593,-0.019898,0.018844,0.052773,-0.03867,-0.03458,ME2
0.017618,0.025364,0.034443,-0.015627,-0.001174,-0.002922,0.011896,-0.018508,NUC
0.049729,0.013172,-0.028676,-0.015329,-0.01894,0.016072,-0.003919,0.020269,NUC
0.049629,-0.030529,0.051864,-0.148951,0.159486,-0.064157,-0.059171,0.128108,ERL
0.007336,0.033032,-0.048079,-0.042047,0.025982,0.011749,-0.033217,-0.023499,EXC
0.093459,-0.067395,0.084604,-0.11939,0.116556,-0.050703,-0.033685,0.161628,CYT
0.034802,0.003296,-0.003246,-0.012145,-0.007564,0.02812,-0.003275,0.005353,CYT
0.026562,0.011879,-0.00698,-0.024158,0.004809,0.017411,-0.014024,-0.015567,CYT
0.031921,0.024544,0.007606,-0.021934,0.003206,0.038997,-0.029761,-0.010271,CYT
0.041533,-0.012966,-0.005252,-0.004337,-0.020042,0.011561,0.021221,0.014724,CYT
0.012264,0.042661,-0.008154,-0.020596,0.002539,0.007849,0.007427,0.007408,CYT
0.012513,0.026749,-0.005471,-0.02012,0.006833,0.016624,-0.001421,-0.002678,CYT
-0.006734,0.02219,0.005023,-0.014559,0.021763,0.046245,-0.017138,-0.006395,CYT
0.058767,-0.002506,0.061779,-0.013301,-0.017249,0.021198,-0.010642,-0.030687,ME3
0.034808,-0.002097,0.003748,-0.020661,0.001557,0.026206,-0.019114,-0.020249,ME3
0.081449,-0.03154,0.025281,-0.017267,-0.021191,0.035704,-0.036277,-0.030442,ME3
0.039647,-0.011515,-0.003828,-0.002429,-0.015214,0.033134,0.000855,0.015347,NUC
0.01203,-0.004151,-0.039541,-0.041152,0.033981,0.032708,-0.05565,-0.047655,EXC
-0.0815,-0.016565,0.042454,-0.224638,-0.155531,0.081168,-0.050523,0.012297,POX
0.038277,0.014491,0.018871,-0.015889,-0.0102,0.011935,0.00214,-0.007456,POX
0.015499,-0.000109,0.012142,0.000245,-0.008203,0.018893,0.029771,0.015838,CYT
0.009936,0.054384,-0.001329,-0.030729,0.01409,0.016618,-0.018014,-0.011885,ME1
0.012703,0.045003,0.005073,-0.012785,-0.00299,0.008466,0.00845,0.01217,NUC
0.053643,-0.002991,0.002361,-0.017673,-0.013514,0.021897,-0.01428,-0.008753,ME3
0.013559,0.032772,0.011483,-0.047454,0.029472,0.00182,-0.044117,-0.068516,ME1
0.022801,0.047623,-0.032656,-0.05035,0.020178,-0.001039,-0.040494,-0.036897,ME2
0.00976,0.014812,0.020532,-0.002319,-0.002596,0.026284,0.020738,0.012962,CYT
0.003644,0.004836,-0.003742,-0.004669,0.004729,0.030894,0.012825,0.013034,CYT
0.011737,-0.020471,0.008569,-0.01646,0.003301,-0.025586,0.034464,-0.031534,CYT
0.069623,-0.006241,0.054959,-0.014649,-0.025915,0.00548,-0.00162,-0.028893,ME3
0.00044,0.035784,0.011148,-0.0239,0.016015,0.010774,-0.001812,-0.018186,CYT
0.069608,0.000507,-0.007652,-0.026629,-0.022984,-0.009312,-0.005953,-0.015571,ME3
-0.000893,0.001903,0.013821,-0.048243,0.03492,-0.043394,-0.013687,-0.096898,ME1
0.011038,0.0225,-0.014129,-0.018693,0.003785,0.004556,0.012106,0.002327,CYT
0.000641,-0.006947,-0.015485,-0.003858,0.002145,0.010293,0.033715,0.014286,NUC
0.002437,0.04563,-0.024818,-0.022217,0.00554,-0.00687,0.017319,0.010747,CYT
0.034874,0.010424,0.055884,-0.010129,-0.010112,0.01363,0.008329,-0.019432,CYT
0.006652,0.026959,0.002521,-0.014852,0.010241,0.03499,-0.008628,0.001643,CYT
0.002483,-0.071334,-0.054961,-0.009797,0.030622,0.075426,-0.043224,-0.017515,NUC
0.059082,-0.000887,0.012754,-0.018682,-0.014923,0.025165,-0.019574,-0.013457,ME3
0.026073,-0.015343,0.005397,-0.007084,-0.001417,0.035812,-0.003116,-0.0031,NUC
0.024095,-0.00564,0.001906,-0.012196,0.00231,0.033875,-0.009,-0.006687,CYT
0.012893,0.024376,-0.001732,-0.023351,0.008621,0.00895,-0.00172,-0.013088,NUC
0.057016,0.00718,0.039069,-0.020393,-0.014124,0.014295,-0.0146,-0.027736,ME3
0.02256,0.021781,-0.06178,-0.024244,-0.007746,-0.027762,0.027498,0.018315,NUC
0.020039,0.048266,0.005455,-0.033882,0.008841,0.000519,-0.013504,-0.023352,ME1
0.020932,-0.025132,0.001975,0.004081,-0.013254,0.010581,0.039601,0.01557,NUC
0.016669,-0.002113,0.013143,-0.00682,-0.000681,0.023042,0.011459,-0.001272,CYT
0.020681,-0.004417,0.045506,-0.00343,-0.000777,0.033796,0.000097,-0.014886,CYT
0.032353,-0.007271,0.023463,-0.005168,-0.008144,0.031877,0.00207,-0.002517,CYT
0.030004,-0.004405,0.009422,-0.003916,-0.014062,0.010878,0.024146,0.009106,CYT
0.00678,0.005818,-0.029429,-0.022655,0.015416,0.01814,-0.00933,-0.010126,CYT
0.054751,0.012839,0.007489,-0.01479,-0.018812,0.022779,-0.010717,0.003248,CYT
0.0265,-0.008786,0.028363,0.002705,-0.011521,0.027749,0.013592,0.005434,CYT
0.032182,0.014908,-0.010367,-0.015785,-0.006726,0.02029,-0.000929,0.007843,CYT
-0.004084,0.026279,-0.004163,-0.008328,0.009798,0.033638,0.007933,0.016322,NUC
0.0237,-0.00847,0.02167,0.001894,-0.013286,0.015162,0.03076,0.010305,NUC
0.047929,-0.014791,-0.027228,-0.018282,-0.017526,-0.01434,0.017196,-0.002305,NUC
0.00075,0.00018,-0.0209,-0.010984,0.01359,0.037508,-0.002447,0.005884,NUC
0.067714,-0.005864,0.004991,-0.003586,-0.036937,0.012718,0.016832,0.022279,NUC
0.018839,-0.010068,-0.019041,-0.008149,0.001261,0.035075,-0.000012,0.009731,NUC
-0.017437,0.001836,0.024517,-0.001991,0.019595,0.041735,0.011167,-0.004198,CYT
-0.041034,0.057115,0.00856,-0.031137,0.042313,0.002015,0.002372,-0.031156,ME2
0.02714,-0.004951,-0.00945,-0.005967,-0.00691,0.032187,0.005922,0.015016,CYT
0.002563,0.022634,0.036404,-0.008298,0.007337,0.026025,0.009079,-0.006909,CYT
0.019684,0.023045,0.026691,-0.016088,0.006553,0.039449,-0.017951,-0.012442,CYT
0.051524,-0.012752,0.068888,-0.008911,-0.01153,0.035765,-0.015339,-0.033534,ME3
0.016835,0.013416,0.005767,-0.008825,0.001197,0.034898,-0.003953,0.005984,CYT
0.024823,0.016505,0.029842,-0.008777,-0.005493,0.024611,0.005705,-0.00135,CYT
0.016349,0.01531,0.012572,-0.008609,-0.001186,0.025311,0.007594,0.005255,CYT
0.019901,-0.001172,0.029174,-0.006679,-0.000963,0.027547,0.006759,-0.008157,CYT
0.008471,0.000667,0.029785,-0.000548,-0.000854,0.024557,0.023193,0.0026,CYT
0.011215,0.012011,-0.022655,-0.007774,-0.000743,0.023616,0.012212,0.022468,NUC
0.007439,0.00195,0.015942,-0.003933,0.003565,0.029804,0.010107,0.001706,CYT
0.04303,0.002291,-0.056682,-0.017651,-0.012439,0.018531,-0.005249,0.023986,NUC
0.087775,-0.037256,0.021863,-0.007207,-0.036438,0.023951,-0.009817,-0.009001,ME3
-0.002027,0.039518,0.036891,-0.011662,0.016176,0.05058,-0.016426,-0.006087,CYT
0.027625,0.022631,0.055287,-0.018347,0.00551,0.037855,-0.02501,-0.031513,ME2
0.051473,-0.017023,-0.021716,-0.009871,-0.017168,0.030033,-0.004456,0.013129,CYT
0.026413,0.003163,-0.003199,-0.020612,-0.00314,-0.010833,0.015366,-0.015348,CYT
0.03984,-0.009991,-0.009192,-0.007956,-0.015006,0.018153,0.011143,0.011147,CYT
-0.004106,0.011101,0.025889,-0.005497,0.009859,0.026256,0.016304,-0.003116,CYT
0.016422,-0.020527,0.019891,0.001676,-0.002725,0.029258,0.012327,-0.00156,NUC
0.02986,0.013495,0.00284,-0.008279,-0.011959,0.013352,0.010624,0.011229,CYT
-0.002536,0.000807,0.006085,-0.004716,0.014793,0.053112,-0.005661,0.003545,NUC
-0.003185,0.000183,0.005712,-0.005394,0.015235,0.050087,-0.004294,0.001735,NUC
0.010614,0.008942,0.029499,-0.011916,0.007107,0.021316,0.000966,-0.018182,CYT
0.000803,0.003767,0.032717,-0.008589,0.010966,0.021264,0.008169,-0.01875,CYT
0.022334,-0.00209,-0.039878,-0.017094,-0.001214,0.005112,0.006196,0.005791,NUC
-0.007321,0.002889,0.022575,-0.021767,0.024281,0.007149,0.00159,-0.042207,MIT
0.010921,0.022707,-0.013837,-0.003892,-0.006803,0.020249,0.026834,0.034168,CYT
0.008213,0.007331,0.027693,-0.023303,0.009876,-0.025955,0.012964,-0.046868,NUC
-0.012124,-0.052418,-0.044143,-0.001054,0.024469,0.059814,-0.004952,0.004754,NUC
0.035731,-0.011475,-0.036056,-0.005955,-0.013595,0.028613,0.009062,0.028602,NUC
0.035041,-0.032784,0.070882,-0.127225,0.14598,-0.081075,-0.007815,0.15627,NUC
0.049157,-0.013933,-0.001594,-0.001945,-0.026487,0.009017,0.021176,0.016937,CYT
0.013283,0.022409,-0.020755,-0.01099,-0.000888,0.023821,0.009403,0.02271,NUC
0.014937,0.021833,0.019329,-0.006559,-0.007135,0.006097,0.026941,0.00875,NUC
0.004458,0.014167,-0.009606,-0.031579,0.012854,-0.035297,0.021366,-0.034904,MIT
0.021951,-0.019208,0.036744,-0.002711,0.000878,0.041432,-0.001952,-0.014809,CYT
0.022192,-0.034702,-0.008927,-0.001664,-0.002381,0.031862,0.00715,0.002371,CYT
-0.000987,-0.024956,-0.00668,-0.021995,0.014468,-0.03276,0.033239,-0.04116,MIT
0.023628,0.028009,0.040947,-0.010224,-0.005167,0.022667,0.006061,-0.003714,CYT
0.010933,0.025571,0.01359,-0.006114,-0.00359,0.019178,0.021361,0.015577,CYT
-0.003054,0.023501,0.008973,0.001106,-0.000708,0.02239,0.030948,0.026493,NUC
0.005765,-0.029845,0.003352,0.000185,0.003381,0.024325,0.024999,0.000429,NUC
0.005765,-0.029845,0.003352,0.000185,0.003381,0.024325,0.024999,0.000429,NUC
0.001966,-0.059899,-0.018435,-0.013032,0.015144,-0.006022,0.025287,-0.034736,NUC
0.001966,-0.059899,-0.018435,-0.013032,0.015144,-0.006022,0.025287,-0.034736,NUC
0.04575,0.000154,0.028209,-0.020588,-0.008706,0.005033,-0.004899,-0.02945,ME3
0.027739,0.020078,-0.009038,-0.011443,-0.005435,0.032854,-0.007517,0.015588,NUC
0.019891,0.011836,0.007313,-0.018646,0.007546,0.027561,-0.017774,-0.016437,NUC
-0.002602,0.021499,0.024131,-0.006822,0.0082,0.025768,0.015388,0.001755,CYT
0.06666,0.007631,0.002607,-0.036162,-0.012087,-0.007379,-0.025751,-0.038743,ME3
0.055514,0.016664,-0.010545,-0.03938,-0.007388,-0.019425,-0.017225,-0.035902,ME3
-0.017024,-0.028389,0.025548,0.006354,0.008516,0.005959,0.053554,-0.00494,NUC
-0.002151,0.009047,-0.000552,-0.00761,0.008727,0.02281,0.01542,0.005801,NUC
-0.005056,0.005057,0.022913,0.00018,0.006865,0.030813,0.022886,0.006878,NUC
-0.002151,0.009047,-0.000552,-0.00761,0.008727,0.02281,0.01542,0.005801,NUC
0.010101,0.008467,-0.004054,-0.010584,0.006234,0.031232,-0.001834,0.003254,NUC
0.055425,-0.004375,-0.064318,-0.023712,-0.017871,-0.001361,-0.003272,0.014191,NUC
0.020745,0.019091,0.02506,-0.007776,-0.004356,0.023457,0.005186,0.001474,NUC
0.072162,-0.024583,0.059275,-0.011901,-0.026476,0.006247,-0.000204,-0.035814,ME3
0.038671,0.048874,-0.001011,-0.047781,0.013896,0.013157,-0.058816,-0.046768,ME1
0.014723,-0.04312,0.000604,-0.007173,0.007961,0.02751,0.004205,-0.019949,NUC
0.01191,0.027612,0.016675,-0.013658,0.00592,0.029346,-0.007275,-0.003677,CYT
0.00599,0.000801,0.007869,0.002631,-0.005851,0.015357,0.038732,0.020855,NUC
-0.002012,0.004464,-0.008847,-0.01433,0.013918,0.01755,0.008957,-0.005913,MIT
0.003108,0.021105,-0.006676,-0.018179,0.016735,0.039442,-0.016062,-0.003932,CYT
0.005386,0.025021,0.018456,-0.003914,-0.00367,0.010937,0.032232,0.01526,CYT
0.076168,-0.000471,-0.018423,-0.029463,-0.022443,0.001574,-0.020114,-0.01392,ME3
0.012845,0.008552,-0.018252,-0.030902,0.003248,-0.054102,0.037245,-0.029542,MIT
0.008723,-0.019269,-0.014549,-0.027227,0.004585,-0.066554,0.050686,-0.042283,MIT
0.010498,0.026623,0.016018,-0.014224,0.006514,0.024428,-0.005326,-0.006202,CYT
0.017884,0.001013,-0.015599,-0.018923,0.000988,-0.006311,0.017144,-0.00841,NUC
0.017884,0.001013,-0.015599,-0.018923,0.000988,-0.006311,0.017144,-0.00841,NUC
0.007847,-0.000367,0.007886,0.004601,-0.008124,0.016644,0.038981,0.023958,NUC
0.005218,0.000235,0.010138,0.004157,-0.006061,0.01662,0.038505,0.021343,NUC
0.017555,0.02105,-0.034311,-0.036847,0.004892,-0.04596,0.019842,-0.025048,MIT
0.021199,-0.004387,0.043707,-0.005106,-0.006914,0.004673,0.02726,-0.014549,CYT
0.024059,-0.007015,0.007035,-0.011239,-0.004045,0.007825,0.015468,-0.00779,CYT
0.078104,-0.013644,-0.000513,-0.022751,-0.027345,-0.001732,-0.008204,-0.01702,ME3
0.0511,-0.016464,0.043183,-0.018048,-0.00784,0.016949,-0.014656,-0.04103,ME3
0.078898,-0.02176,0.031955,-0.018562,-0.025985,0.008449,-0.013077,-0.031087,ME3
0.072088,-0.012866,0.034982,-0.01957,-0.019243,0.021567,-0.0241,-0.031535,ME3
0.057472,-0.01559,0.020449,-0.013852,-0.013136,0.03577,-0.021694,-0.016785,ME3
0.076396,-0.001172,0.008758,-0.026574,-0.019057,0.020869,-0.033708,-0.023475,ME3
0.076396,-0.001172,0.008758,-0.026574,-0.019057,0.020869,-0.033708,-0.023475,ME3
0.067012,-0.00059,0.035181,-0.01751,-0.021093,0.016982,-0.015212,-0.021874,ME3
0.013111,0.004487,0.00133,-0.0077,0.00521,0.044773,-0.005352,0.006895,POX
0.01355,0.009511,-0.006028,-0.026037,0.007058,-0.017615,0.014248,-0.02524,MIT
0.005301,0.006237,-0.018725,-0.027333,0.006002,-0.048674,0.040521,-0.025127,MIT
-0.01377,0.016769,0.008662,-0.001561,0.010126,0.027557,0.026715,0.015829,CYT
0.014658,-0.000029,-0.000779,-0.025466,0.006755,-0.022356,0.017499,-0.032447,MIT
0.005281,0.005465,0.010674,-0.021429,0.010321,-0.01432,0.018829,-0.029977,MIT
0.014611,0.011532,0.014395,-0.008146,0.000777,0.028194,0.006241,0.002707,CYT
0.024635,-0.006831,-0.002773,-0.025294,0.004131,-0.01104,0.0057,-0.032257,MIT
0.004208,-0.014924,-0.040829,-0.03362,0.012791,-0.058308,0.035585,-0.03971,MIT
-0.010468,-0.000749,-0.030043,-0.032314,0.022594,-0.040748,0.027362,-0.038186,MIT
-0.01267,0.020562,0.009946,-0.001325,0.010814,0.036432,0.018665,0.017667,NUC
-0.008696,0.01688,0.018996,-0.015569,0.020187,0.023321,0.001887,-0.018736,MIT
0.042244,-0.005237,-0.008959,-0.013326,-0.013717,0.010138,0.006283,0.002186,MIT
-0.018411,-0.026904,-0.073852,-0.01889,0.025984,0.004554,0.019446,-0.001082,MIT
0.026827,-0.018453,0.046169,-0.006639,0.000874,0.035813,-0.006005,-0.026637,CYT
-0.008628,0.015592,0.014175,-0.003267,0.011709,0.037976,0.011919,0.009211,NUC
-0.00425,-0.020673,0.003607,0.002546,0.009289,0.036198,0.014946,0.004398,NUC
0.004826,0.0256,-0.011556,-0.010022,-0.001358,0.003507,0.030732,0.019697,CYT
0.046936,0.028961,-0.00012,-0.01932,-0.01397,0.019293,-0.010847,0.006032,ME3
0.049041,0.005675,0.01965,-0.013138,-0.016815,0.015683,-0.000054,-0.004804,ME3
0.003404,0.039017,-0.002397,-0.054155,0.030719,-0.044557,-0.022124,-0.078508,ME1
0.005925,-0.007,-0.010095,-0.014854,0.015761,0.036428,-0.010883,-0.011063,MIT
0.02446,0.020926,0.00867,-0.017703,0.003322,0.034825,-0.01655,-0.005642,MIT
0.056964,-0.015617,0.044122,-0.017101,-0.010579,0.023375,-0.022111,-0.038716,ME3
0.068052,-0.013977,-0.005442,-0.025471,-0.02007,-0.008469,-0.008106,-0.024508,ME3
-0.013469,-0.127226,-0.037476,0.011407,0.034813,0.095741,-0.021882,-0.018079,NUC
0.03115,0.012964,0.029559,-0.016975,-0.006613,-0.005461,0.006036,-0.023282,ME3
0.015936,0.044278,0.05126,-0.021584,0.005058,0.008406,-0.000861,-0.026363,ME2
0.013913,-0.013164,0.009091,-0.012011,0.006231,0.014614,0.004205,-0.019696,NUC
0.01297,-0.000983,0.019542,-0.016232,0.001611,-0.017188,0.02893,-0.025102,MIT
0.072063,-0.008058,0.040834,-0.012889,-0.029177,0.007213,-0.000219,-0.018052,ME3
0.050827,-0.019289,-0.00778,-0.013954,-0.010219,0.035415,-0.019053,-0.00555,ME3
0.031004,0.011396,-0.013617,-0.038531,0.014045,0.009397,-0.037173,-0.043068,ME1
0.032986,0.025749,0.004323,-0.044742,0.017809,0.012088,-0.049023,-0.056141,ME2
0.031365,0.034134,0.020744,-0.02965,0.002511,0.00468,-0.015887,-0.029065,ME3
0.051703,-0.002326,0.038372,-0.021659,-0.011607,-0.001228,-0.003925,-0.037325,ME3
-0.005806,-0.026863,0.030438,0.009633,0.007188,0.04381,0.025214,0.003419,CYT
0.060851,-0.028904,0.015863,-0.009739,-0.025917,-0.003783,0.016602,-0.013055,NUC
0.071162,-0.054882,0.138627,-0.145031,0.155681,-0.051077,-0.078639,0.078326,ERL
-0.000466,-0.015699,0.011192,-0.001058,-0.000382,-0.007748,0.048877,-0.001477,NUC
0.015802,0.018022,0.015573,-0.018327,0.006078,0.015472,-0.003113,-0.016317,NUC
0.038434,0.039988,0.027605,-0.037296,0.000332,-0.016742,-0.014691,-0.044544,ME1
0.031469,0.033212,-0.004543,-0.039296,0.009223,0.00143,-0.027587,-0.035255,ME1
-0.005203,-0.009679,-0.009211,-0.02164,0.017786,-0.016023,0.021735,-0.031324,MIT
-0.006679,-0.005457,-0.005964,-0.021225,0.015828,-0.027154,0.028143,-0.032294,MIT
0.014446,0.032166,0.035484,-0.029923,0.021247,0.036051,-0.040022,-0.043225,EXC
0.014016,0.009821,-0.004002,-0.041542,0.033488,0.034379,-0.059709,-0.059597,EXC
0.029277,-0.010977,0.020071,-0.00898,-0.001891,0.031706,-0.007329,-0.013304,ME3
0.03239,-0.036787,0.013347,-0.004475,-0.005875,0.024845,0.005538,-0.013717,ME3
0.017334,0.01091,0.019537,-0.01259,0.005089,0.034378,-0.007418,-0.008862,NUC
0.065337,-0.088195,0.059627,-0.133841,0.139814,-0.091036,-0.018354,0.125834,CYT
-0.002664,-0.023253,-0.028312,-0.036187,0.011153,-0.105202,0.069193,-0.05955,CYT
0.001589,-0.020807,0.021748,-0.000736,0.005573,0.018942,0.025579,-0.008905,NUC
-0.007176,-0.039499,-0.073369,-0.046472,0.052872,0.02519,-0.057124,-0.066849,ME1
0.03638,0.011319,-0.040966,-0.011351,-0.018247,0.005696,0.021525,0.033782,CYT
-0.040968,0.06409,-0.028757,-0.037847,0.042898,-0.007387,0.001946,-0.020229,ME2
0.047201,-0.02008,0.036126,-0.154597,0.165859,-0.055444,-0.076839,0.129114,ERL
0.082091,-0.011828,0.001856,-0.030667,-0.023576,-0.007241,-0.019247,-0.033202,ME3
-0.032293,0.000358,-0.058773,-0.032872,0.053157,0.042697,-0.038048,-0.028753,EXC
0.017214,0.002613,0.00263,-0.004719,-0.002885,0.029405,0.009845,0.011411,CYT
0.005652,0.018668,0.01112,-0.01298,0.004685,0.007955,0.018228,-0.003508,NUC
0.00966,0.04006,0.033516,-0.029647,0.016493,0.009945,-0.015217,-0.038049,ME2
-0.017538,0.039676,-0.02598,-0.028525,0.029225,0.013922,-0.008273,-0.010971,ME2
0.041086,0.031162,-0.028591,-0.038858,-0.00067,-0.010384,-0.018662,-0.020276,ME2
0.004892,0.026119,0.057184,-0.040462,0.032183,0.003103,-0.032949,-0.08459,ME2
0.015111,-0.028028,-0.021113,-0.003202,0.001088,0.032864,0.010983,0.010179,MIT
0.053574,-0.009514,0.003204,-0.019217,-0.012085,0.016278,-0.013297,-0.01653,ME3
-0.014048,-0.007635,-0.008681,-0.019107,0.01884,-0.02249,0.034686,-0.027011,CYT
0.027505,0.004169,0.045592,-0.002892,-0.010463,0.021249,0.017078,-0.003882,VAC
0.016243,-0.022089,0.013275,-0.005109,0.001612,0.022795,0.010314,-0.010983,NUC
0.007696,0.00202,-0.022425,-0.029635,0.008637,-0.042469,0.030245,-0.029884,MIT
-0.022345,0.017208,0.031744,-0.014674,0.034909,0.051585,-0.019963,-0.028149,ME2
0.038209,-0.009665,0.030741,-0.005377,-0.014217,0.016696,0.013938,-0.006176,ME2
0.021651,0.004986,0.027548,-0.009284,-0.000917,0.024195,0.001183,-0.010668,CYT
0.022932,0.032148,0.012215,-0.014691,-0.002493,0.025285,-0.001356,0.005236,CYT
0.036373,-0.010476,0.023146,-0.006535,-0.007904,0.033221,-0.006858,-0.008137,NUC
0.014233,0.018948,-0.024881,-0.017165,0.004762,0.024389,-0.00193,0.010441,MIT
0.047611,-0.01596,0.034524,-0.012855,-0.008707,0.028693,-0.013316,-0.02562,ME3
-0.029156,-0.010951,0.004664,-0.025003,0.035175,-0.023695,0.023185,-0.054819,MIT
0.020449,0.009377,0.029154,-0.012454,0.000787,0.020304,0.00319,-0.014043,NUC
0.013634,0.011532,0.009194,-0.021531,0.001538,-0.025631,0.028462,-0.022882,MIT
0.038709,-0.035826,0.095675,-0.000358,-0.007502,0.029534,0.002377,-0.048287,ME3
0.022511,0.000685,0.017962,-0.009832,0.000152,0.030193,-0.001779,-0.007291,CYT
0.041694,0.014137,0.004603,-0.012844,-0.014015,0.01269,-0.006524,0.000717,NUC
0.033672,0.002858,0.012988,-0.011987,-0.006202,0.026676,-0.003085,-0.004086,CYT
-0.011064,0.002191,-0.005103,-0.021307,0.015772,-0.030948,0.038069,-0.026968,NUC
-0.002797,0.019213,-0.02326,-0.016783,0.017005,0.0324,-0.008044,0.00416,NUC
0.000815,0.033427,0.048039,0.001448,-0.005112,0.012716,0.040045,0.013868,NUC
-0.011206,0.021262,0.048767,-0.016462,0.024788,0.023759,-0.008731,-0.038996,ME2
-0.010417,0.011644,-0.048691,-0.008211,0.012692,0.02936,0.010871,0.028948,NUC
-0.013589,0.025299,0.036706,0.001918,0.005212,0.019309,0.038791,0.012685,CYT
0.064944,-0.01291,0.044304,-0.015438,-0.020839,0.009446,-0.006583,-0.030484,ME3
0.013346,-0.004512,0.012978,0.000339,-0.004027,0.027587,0.020945,0.011591,CYT
0.021504,-0.002375,0.01062,-0.005261,-0.010768,-0.001729,0.034301,0.004497,NUC
0.064666,-0.016361,0.04265,-0.015298,-0.019936,0.011148,-0.007995,-0.031419,ME3
0.024675,-0.005103,0.008331,-0.005546,-0.011108,0.002668,0.029306,0.004419,NUC
0.004949,0.008823,-0.009911,-0.010886,0.00547,0.017114,0.015235,0.006742,CYT
0.000999,-0.000087,-0.037744,-0.032847,0.014222,-0.046474,0.029931,-0.03131,MIT
0.007192,0.011479,-0.013753,-0.022334,0.00469,-0.02632,0.029715,-0.01402,MIT
0.013574,0.006671,0.017911,-0.025316,0.019131,0.029669,-0.027241,-0.039031,MIT
0.025643,0.019044,0.023517,-0.007508,-0.011447,0.010137,0.022012,0.007173,MIT
-0.01864,0.050446,0.013621,-0.029535,0.028246,-0.000464,0.001058,-0.028798,MIT
0.009983,-0.018629,-0.008399,-0.007571,0.009092,0.034623,-0.006046,-0.006304,NUC
0.05327,-0.18389,-0.107001,-0.002303,0.013035,0.098161,-0.062221,-0.023428,NUC
0.028157,-0.026237,-0.008039,-0.00594,-0.01283,-0.013111,0.032345,-0.002922,NUC
0.015364,0.007273,0.003846,-0.008169,0.003689,0.040481,-0.008058,0.0042,NUC
0.005101,0.02568,0.02359,-0.020863,0.007504,-0.012806,0.02079,-0.023455,MIT
0.019767,0.028245,0.005739,-0.019804,0.005984,0.031521,-0.015684,-0.005402,CYT
-0.082708,-0.013605,0.04786,-0.225785,-0.15671,0.068517,-0.041826,0.00823,POX
0.015101,-0.002145,-0.020612,-0.022832,0.000521,-0.033343,0.033339,-0.016672,MIT
0.030124,-0.010583,0.018255,-0.02433,0.002047,-0.010467,0.003638,-0.042809,ME3
0.018372,0.01458,0.030025,-0.024676,0.014762,0.027765,-0.026499,-0.038897,ME2
0.029133,-0.000766,0.023392,-0.013054,-0.002472,0.020643,-0.000552,-0.015762,CYT
0.025477,-0.006886,-0.019957,-0.009104,-0.009082,0.00645,0.022932,0.012591,MIT
0.020993,0.014857,-0.017051,-0.018485,-0.001409,0.004247,0.010268,0.002622,NUC
0.018322,-0.009538,0.011881,-0.022219,0.007374,-0.007767,0.006847,-0.038044,MIT
0.015718,-0.006186,0.007308,-0.02877,0.005946,-0.044155,0.028102,-0.047561,MIT
0.015716,0.013893,0.032531,-0.020273,0.013719,0.033115,-0.023082,-0.032268,NUC
0.012416,0.039155,-0.006934,-0.023144,0.011787,0.035309,-0.021385,-0.000904,EXC
0.062941,0.007894,-0.000606,-0.027116,-0.01411,0.013973,-0.024418,-0.017649,ME3
0.025382,0.000349,0.01705,-0.01452,0.003424,0.033136,-0.012573,-0.015737,NUC
