@relation 'yeast-weka.filters.unsupervised.attribute.Remove-R1_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M7-C'

@attribute -0.706mcg-0.597gvh-0.333mit+0.132alm+0.129nuc... numeric
@attribute -0.93mit+0.221mcg+0.218gvh-0.177alm+0.084vac... numeric
@attribute -0.974nuc+0.153alm-0.104gvh-0.087vac-0.086mit... numeric
@attribute 0.622alm+0.591mcg-0.475gvh+0.153nuc-0.093mit... numeric
@attribute -0.713alm-0.6gvh+0.319mcg+0.136vac+0.081mit... numeric
@attribute '-0.998pox-0.047vac-0.047nuc-0.014mit+0.01 alm...' numeric
@attribute '0.97 vac+0.18 alm+0.129erl-0.065nuc+0.046mit...' numeric
@attribute loc_site {MIT,NUC,CYT,ME1,EXC,ME2,ME3,VAC,POX,ERL}

@data
0.131674,0.129099,-0.004071,-0.158249,0.141347,0.008806,-0.081,ME3
0.242928,0.121843,-0.183435,-0.027532,-0.044115,-0.000302,-0.037855,NUC
-0.459196,0.052024,0.002796,-0.03356,-0.03178,0.013732,-0.125483,EXC
-0.157835,0.190873,0.095272,0.083706,-0.013876,-0.81571,-0.021561,POX
0.041072,0.047963,0.048038,-0.059633,0.048847,0.007593,0.040182,POX
0.221449,0.009121,0.088379,0.019197,-0.014239,0.010619,0.036402,CYT
-0.309598,0.121505,0.01738,0.005392,-0.021285,0.007448,0.057344,ME1
0.005235,0.101864,-0.390458,0.062004,-0.065828,-0.014011,0.060493,NUC
0.059733,0.088667,0.007359,-0.113275,0.027633,0.007611,-0.018626,ME3
-0.537037,-0.013973,-0.112895,-0.001177,0.100014,0.002437,-0.016171,ME1
-0.529359,0.038292,-0.025003,-0.099923,-0.042363,0.005693,0.009057,ME2
0.135225,0.071328,0.081684,0.054295,0.001052,0.010702,0.049246,CYT
0.084154,0.065861,0.021325,0.056695,-0.058401,0.00989,0.000664,CYT
0.037476,-0.288379,0.047646,-0.026813,0.053989,0.006761,0.01045,CYT
0.168799,0.010244,0.044191,-0.122748,0.191846,0.005865,0.031756,ME3
-0.218243,0.021486,0.031925,0.047481,0.015512,0.008144,0.04778,CYT
0.03475,-0.029574,-0.005596,-0.214505,0.025232,0.003456,0.012247,ME3
-0.497333,-0.344059,-0.306062,0.024801,0.136579,-0.009213,-0.037501,ME1
-0.066914,-0.012884,0.046886,-0.021143,-0.062706,0.00818,0.04077,CYT
0.139744,-0.076352,0.083293,0.022872,-0.082819,0.011276,0.010499,NUC
-0.134347,-0.014078,-0.080453,-0.004501,-0.120234,0.000419,0.077199,CYT
0.101491,0.029244,0.056356,-0.000167,0.150164,0.007516,0.055302,CYT
-0.091323,0.145687,-0.013498,0.055931,-0.031265,0.008263,0.012769,CYT
-0.03395,0.102512,-0.114977,0.06352,-0.110382,0.014686,-0.263114,NUC
0.048912,0.114874,0.043237,-0.120414,0.064058,0.009254,-0.013319,ME3
0.114082,0.075162,0.024465,-0.000923,0.010019,0.010933,-0.043464,NUC
0.026435,0.085355,0.022761,-0.004316,0.004001,0.010714,-0.036029,CYT
-0.152279,0.010944,0.034662,-0.009414,-0.009572,0.008268,0.029163,NUC
0.018666,0.067915,0.034303,-0.094559,0.141682,0.007024,0.021136,ME3
-0.028314,-0.131347,-0.101665,-0.133379,-0.196371,-0.001834,0.047521,NUC
-0.295582,0.039634,0.007411,-0.037105,0.020334,0.005245,0.064851,ME1
0.333966,-0.081183,0.048865,-0.010835,-0.028674,0.008801,0.002486,NUC
0.102806,0.024197,0.042642,0.022208,0.014792,0.00979,0.004011,CYT
0.132697,0.083441,-0.122464,0.083383,0.103498,0.002568,-0.012496,CYT
0.161174,0.085317,0.025203,-0.002845,0.051716,0.009285,-0.008492,CYT
0.221843,-0.011049,0.01825,-0.032731,-0.002112,0.006474,0.025871,CYT
-0.15795,0.010201,-0.047298,-0.000997,-0.080266,0.007233,-0.038877,CYT
0.098792,0.14558,-0.076895,-0.09692,0.011299,0.002405,0.013726,CYT
0.27416,0.071234,-0.225959,0.056039,0.031141,-0.003401,-0.009726,CYT
0.020938,0.089034,0.053589,-0.066298,-0.045294,0.009445,0.018596,CYT
-0.01513,0.120214,0.022766,0.080813,-0.075637,0.009726,0.028266,NUC
0.281273,-0.01328,0.02072,0.010382,0.020068,0.006868,0.028247,NUC
0.123669,-0.126903,-0.012163,-0.166522,-0.052272,0.003877,-0.003694,NUC
-0.029924,0.080223,0.040146,0.045978,-0.084572,0.012849,-0.039457,NUC
0.353339,0.071872,0.027768,-0.157916,-0.00548,0.005456,0.033364,NUC
0.084869,0.078349,0.035624,-0.009692,-0.071418,0.0118,-0.043161,NUC
0.021358,0.057003,0.085273,0.162809,0.02253,0.01468,-0.006825,CYT
-0.464809,-0.051866,0.016339,0.164622,-0.005534,0.007852,0.069053,ME2
0.14687,0.089957,0.078077,-0.032256,-0.051647,0.012376,-0.012926,CYT
0.002838,0.071262,0.016048,0.100185,0.057936,0.007924,0.046025,CYT
-0.087404,0.169655,0.049634,0.03833,0.059861,0.011176,0.012817,CYT
0.135515,0.107047,0.059313,-0.013544,0.221055,0.010592,-0.01164,ME3
0.04411,0.13923,-0.109571,0.044173,-0.025881,0.003452,-0.003886,CYT
0.078864,0.092994,0.034697,0.016832,0.052806,0.008079,0.041676,CYT
0.061242,0.084255,0.008325,0.027988,-0.003808,0.007606,0.027985,CYT
0.098158,0.048449,0.070672,0.031999,0.065665,0.011197,0.008327,CYT
0.163919,0.01892,0.084879,0.068556,0.041499,0.011272,0.030202,CYT
0.080683,0.074671,-0.063949,0.011225,-0.117628,0.004841,0.006517,NUC
0.101388,0.059546,-0.059576,0.077864,0.00278,0.005678,-0.002275,CYT
0.060123,0.090194,-0.053583,-0.144605,-0.170259,0.005291,-0.030206,NUC
0.343407,0.077432,-0.021527,-0.185742,0.10331,0.005636,-0.04966,ME3
-0.123576,0.232873,-0.029674,0.145294,0.048148,0.008216,0.029701,CYT
-0.109162,0.165273,0.039763,0.044644,0.160025,0.010067,0.018823,ME2
0.181278,0.097011,0.069892,-0.128552,-0.055895,0.011899,-0.040895,CYT
-0.013364,-0.117568,0.039452,-0.074137,0.005686,0.006556,0.026737,CYT
0.187387,0.029751,0.071721,-0.088247,-0.035148,0.010351,-0.003971,CYT
0.03584,0.028887,0.07454,0.10383,0.029874,0.011524,0.029651,CYT
0.230038,0.026092,-0.196096,0.0755,0.021254,-0.000425,-0.041712,NUC
0.140967,0.06586,-0.210012,-0.010564,-0.038177,-0.004387,0.023266,CYT
0.014697,0.148613,0.052154,0.107974,-0.021855,0.014353,-0.036574,NUC
0.008041,0.130018,0.050442,0.106123,-0.020231,0.014064,-0.035659,NUC
-0.010391,0.033414,-0.090974,0.072985,0.06391,0.003328,0.005817,CYT
0.01101,-0.00005,-0.083094,0.109573,0.066775,0.004075,0.002435,CYT
0.018816,-0.029859,-0.1541,-0.059069,-0.123005,0.000026,-0.029541,NUC
-0.19513,-0.105879,0.036566,0.083399,0.083368,0.00995,-0.007218,MIT
0.140805,0.075927,0.082132,0.002194,-0.111679,0.010069,0.060179,CYT
-0.107787,-0.202144,-0.379405,0.057871,0.087205,-0.014172,0.013213,NUC
0.076911,0.036574,0.061145,0.088886,-0.128288,0.019504,-0.163233,NUC
0.199963,0.080626,0.081428,-0.095399,-0.125291,0.012434,-0.025794,NUC
-0.105279,-0.096954,-0.132497,0.087593,-0.107914,0.001527,0.170955,NUC
0.330972,0.00955,-0.145505,-0.085967,-0.032849,-0.001751,0.001587,CYT
0.030269,0.098663,0.027337,-0.007446,-0.109688,0.008691,0.02916,NUC
0.121654,0.005076,-0.039624,0.027503,-0.000538,0.002488,0.071928,NUC
-0.217011,-0.259976,0.013805,-0.042108,0.002475,0.004108,0.044791,MIT
0.144738,0.075679,0.040764,0.056343,0.098276,0.011927,-0.038531,CYT
0.211837,0.010321,-0.069807,0.006953,-0.034259,0.007058,-0.07781,CYT
-0.070661,-0.361035,0.03741,-0.014196,0.026898,0.0071,-0.012514,MIT
0.044782,0.105556,0.05903,0.027261,0.078967,0.00835,0.069583,CYT
0.091215,0.067537,0.072863,0.033011,-0.021399,0.009234,0.069232,CYT
0.157371,0.066626,-0.057962,0.098274,-0.066532,0.003607,0.060339,NUC
0.193923,-0.065165,0.131514,0.040627,-0.005286,0.01566,-0.034299,NUC
0.193923,-0.065165,0.131514,0.040627,-0.005286,0.01566,-0.034299,NUC
0.051799,-0.311127,0.122967,-0.013217,0.007149,0.015404,-0.094201,NUC
0.051799,-0.311127,0.122967,-0.013217,0.007149,0.015404,-0.094201,NUC
0.004814,-0.017429,0.035479,-0.081393,0.113754,0.007111,0.012938,ME3
0.047538,0.174353,-0.134349,-0.00915,-0.07002,0.001599,0.002699,NUC
-0.090277,0.098721,-0.152919,0.027165,0.01406,0.001558,-0.024641,NUC
0.017083,0.057922,0.071218,0.095738,0.01617,0.010766,0.047806,CYT
-0.141912,-0.014373,-0.048722,-0.19197,0.079594,0.002272,-0.003007,ME3
-0.204126,-0.070348,-0.055039,-0.186294,0.034514,0.001045,0.016434,ME3
0.241353,-0.200924,0.102136,0.128362,0.033998,0.012196,0.008053,NUC
0.029766,0.021955,0.013541,0.069242,-0.045419,0.008871,0.011757,NUC
0.119548,0.037923,0.088669,0.110488,0.00875,0.012561,0.025558,NUC
0.029766,0.021955,0.013541,0.069242,-0.045419,0.008871,0.011757,NUC
0.007685,0.093522,-0.082113,0.045441,-0.045412,0.00523,-0.015786,NUC
0.05007,-0.001641,-0.108338,-0.211677,-0.164483,0.000975,-0.033752,NUC
0.084401,0.101298,-0.141285,0.046949,0.023674,-0.000247,0.031419,NUC
0.225541,-0.031052,0.050524,-0.123568,0.219749,0.006907,0.00311,ME3
-0.480962,0.150683,-0.222184,-0.070316,0.044465,-0.003298,-0.006716,ME1
0.105248,-0.068376,0.07565,0.014517,0.028608,0.014646,-0.088542,NUC
-0.051346,0.134956,-0.142904,0.067651,0.004929,0.000996,0.019098,CYT
0.23696,-0.020357,0.064782,0.045621,-0.040516,0.0093,0.042913,NUC
-0.061537,-0.022674,0.058726,0.042721,-0.041046,0.011447,-0.005502,MIT
-0.158445,0.140795,0.050662,0.050498,-0.039842,0.012762,-0.012225,CYT
0.122177,0.01508,0.046929,0.052664,-0.015627,0.007063,0.083094,CYT
-0.004602,0.035703,0.01999,-0.241913,0.005292,0.006107,-0.011777,ME3
-0.133298,-0.349801,0.014657,-0.098986,-0.01866,0.001923,0.063109,MIT
-0.053442,-0.493741,-0.017038,-0.087547,0.012429,0.000452,0.030893,MIT
-0.054882,0.108034,-0.194153,0.072508,0.0037,-0.001767,0.017214,CYT
-0.016259,-0.112657,0.046074,-0.056219,-0.038359,0.007903,0.014083,NUC
-0.016259,-0.112657,0.046074,-0.056219,-0.038359,0.007903,0.014083,NUC
0.272728,-0.007013,-0.000251,0.051076,-0.047647,0.006203,0.038118,NUC
0.255287,-0.011882,-0.001477,0.061978,-0.040463,0.00625,0.037897,NUC
-0.226825,-0.259343,-0.046345,-0.120618,-0.064978,-0.000112,0.05193,MIT
0.167334,-0.077138,0.070129,0.021625,0.109545,0.008275,0.044383,CYT
0.091931,-0.053905,0.061654,-0.030609,0.019003,0.009385,0.007374,CYT
0.113108,-0.015273,0.032872,-0.227291,0.055767,0.006096,-0.00895,ME3
0.038962,0.004135,0.04059,-0.066664,0.174912,0.009055,-0.025099,ME3
0.149298,0.006727,0.038967,-0.178269,0.15456,0.007185,-0.018893,ME3
0.078551,0.081867,0.037434,-0.139398,0.155186,0.0085,-0.02423,ME3
0.102443,0.124941,0.05482,-0.092649,0.090331,0.011403,-0.043467,ME3
-0.009847,0.123955,0.024441,-0.188335,0.082783,0.007966,-0.025361,ME3
-0.009847,0.123955,0.024441,-0.188335,0.082783,0.007966,-0.025361,ME3
0.098668,0.087141,-0.008237,-0.120536,0.130226,0.005105,0.006916,ME3
0.036826,0.146093,0.074085,0.038153,-0.026657,0.013804,-0.018586,POX
-0.132031,-0.162881,0.027276,-0.045827,0.003744,0.006028,0.02915,MIT
-0.110525,-0.341712,0.023888,-0.068186,-0.031037,0.003113,0.057898,MIT
0.071334,0.039915,0.086453,0.116971,-0.047199,0.012133,0.042255,CYT
-0.108445,-0.212299,0.027713,-0.047781,0.030374,0.005899,0.020149,MIT
-0.099165,-0.17491,0.00648,0.010014,0.042768,0.005389,0.028319,MIT
0.057799,0.083059,0.029518,0.036404,0.005479,0.009171,0.019244,CYT
-0.090897,-0.152925,0.029162,-0.069915,0.034978,0.007245,-0.007072,MIT
-0.176424,-0.445066,-0.017087,-0.099795,-0.054526,0.002372,0.001409,MIT
-0.251201,-0.352329,0.015999,-0.024799,-0.044666,0.005523,0.009402,MIT
0.058707,0.099952,0.047636,0.12974,-0.049499,0.011045,0.034544,NUC
-0.135567,0.016651,0.052249,0.103026,0.033843,0.011166,0.013675,MIT
0.122202,0.008154,-0.00131,-0.098499,-0.023983,0.006182,-0.00265,MIT
-0.116594,-0.196382,0.168054,-0.012575,-0.191723,0.018993,-0.07702,MIT
0.103472,0.052847,0.039549,0.043183,0.141691,0.011237,-0.034574,CYT
0.037535,0.099544,0.042703,0.122805,-0.022292,0.011265,0.019211,NUC
0.169702,0.020534,-0.130325,0.121943,-0.03558,0.004542,-0.055534,NUC
0.052103,-0.017602,0.066463,0.004141,-0.089507,0.008114,0.071875,CYT
0.003746,0.152716,-0.036985,-0.093327,-0.017806,0.00381,0.038879,ME3
0.117381,0.068794,0.01456,-0.082693,0.054435,0.006205,0.024471,ME3
-0.583443,-0.227614,-0.448332,0.004654,0.055514,-0.017608,0.007366,ME1
-0.075727,0.057121,0.059468,0.035828,-0.026104,0.014095,-0.055748,MIT
-0.077791,0.155406,0.047951,-0.004121,0.012263,0.010854,0.00707,MIT
0.059895,0.05828,-0.056576,-0.063948,0.17178,0.004852,-0.037503,ME3
0.051056,-0.063407,-0.072123,-0.196145,0.043568,0.001274,-0.021855,ME3
0.229448,0.015046,0.085116,0.146556,-0.055158,0.028071,-0.332599,NUC
0.027881,-0.039035,-0.285256,0.000468,0.073945,-0.009522,0.028466,ME3
-0.148735,0.052059,0.03001,0.044352,0.127124,0.00578,0.09189,ME2
0.032394,-0.04547,-0.117965,0.034967,0.027152,0.002749,-0.037397,NUC
0.014668,-0.193437,0.046493,-0.008787,0.064008,0.006279,0.04211,MIT
0.210142,0.027831,0.010589,-0.139683,0.142933,0.00449,0.023376,ME3
0.095591,0.111316,0.029325,-0.101699,0.003672,0.011078,-0.064042,ME3
-0.326843,0.015118,-0.088242,-0.075244,0.022138,0.004314,-0.047035,ME1
-0.441241,0.055628,-0.016001,-0.071676,0.085522,0.007454,-0.024805,ME2
-0.199863,0.046396,-0.044447,-0.040829,0.072697,0.003012,0.044349,ME3
0.01562,-0.047939,0.03076,-0.095305,0.153743,0.006015,0.018944,ME3
0.253227,0.017327,0.111718,0.139888,0.040673,0.016048,-0.029866,CYT
0.267267,-0.096515,0.011912,-0.142659,0.076116,0.005043,-0.006008,NUC
-0.358604,0.021114,-0.032216,0.058632,0.209062,0.010413,0.077533,ERL
0.206511,-0.195381,0.00505,0.05098,-0.001174,0.005483,0.026679,NUC
-0.081145,0.03593,-0.045145,0.0229,0.033633,0.004826,0.018203,NUC
-0.263336,-0.034756,-0.115225,-0.074549,0.112071,-0.002753,0.065545,ME1
-0.335144,0.025943,-0.003453,-0.086702,0.028972,0.00593,0.018395,ME1
-0.117632,-0.239817,0.009903,0.01797,-0.002867,0.007042,-0.009906,MIT
-0.097727,-0.276615,-0.149815,0.035905,-0.005812,-0.00196,0.001251,MIT
-0.330741,0.155148,0.016322,0.056387,0.12163,0.010285,-0.002005,EXC
-0.486845,0.090461,-0.003763,0.004199,0.064525,0.012274,-0.089606,EXC
0.09235,0.073933,-0.082152,0.014409,0.054293,0.005098,-0.03822,ME3
0.203937,-0.024637,-0.010971,-0.01671,0.052788,0.008638,-0.063171,ME3
-0.019713,0.110554,0.058824,0.033405,0.039873,0.011578,0.002561,NUC
-0.061124,-0.251737,0.032654,-0.059129,-0.03794,0.010841,0.07796,CYT
-0.150632,-0.722973,-0.04824,-0.110963,-0.000251,-0.003623,0.045284,CYT
0.161844,-0.076333,0.036624,0.081702,0.040008,0.010133,-0.015316,NUC
-0.562399,-0.114094,-0.002691,-0.02243,-0.081095,0.016657,-0.217797,ME1
0.153849,0.027514,0.066744,-0.130163,-0.15173,0.008271,0.037776,CYT
-0.537446,-0.071264,0.005251,0.106859,-0.109369,0.006981,0.067269,ME2
-0.545384,0.080801,-0.109353,0.012613,-0.133499,0.007606,0.08343,ERL
0.007303,-0.035815,0.013628,-0.246253,0.088598,0.005071,-0.017591,ME3
-0.485751,0.036691,0.02766,0.099061,-0.136802,0.017236,-0.127783,EXC
0.129351,0.079729,-0.010326,0.023288,-0.033099,0.007665,0.001644,CYT
-0.011162,-0.02235,0.057055,0.03234,0.001002,0.008619,0.049674,NUC
-0.292339,0.036423,0.01479,0.041594,0.102377,0.006889,0.050968,ME2
-0.342088,0.027223,-0.051714,0.072414,-0.097794,0.006193,0.013575,ME2
-0.258753,-0.005358,-0.080034,-0.148186,-0.046562,0.000906,0.021317,ME2
-0.47674,-0.061314,-0.013178,0.07381,0.2296,0.006728,0.007187,ME2
0.165534,0.011087,0.087738,-0.005677,-0.071845,0.014738,-0.060517,MIT
0.047968,0.040925,0.003459,-0.118562,0.043456,0.007327,-0.027846,ME3
-0.094414,-0.285494,0.045254,0.037075,-0.013763,0.007943,0.011012,CYT
0.186734,0.043617,0.07575,0.022129,0.099483,0.009399,0.046457,VAC
0.13738,-0.026189,-0.032201,0.034897,0.031469,0.007343,-0.039311,NUC
-0.148466,-0.317373,0.019767,-0.074567,-0.028751,0.004086,0.033411,MIT
-0.230564,0.130647,0.025937,0.196355,0.067171,0.013632,-0.028276,ME2
0.205181,0.007817,0.071777,-0.035623,0.080977,0.00947,0.017146,ME2
0.066268,0.061807,-0.084847,0.039491,0.056669,0.003414,0.004099,CYT
-0.021537,0.135851,0.053086,-0.004047,-0.00161,0.008993,0.052988,CYT
0.150737,0.101482,-0.126987,0.004553,0.05512,0.002527,-0.03405,NUC
-0.063899,0.08851,0.053724,-0.022525,-0.095717,0.010861,0.006746,MIT
0.092251,0.063963,0.054966,-0.051328,0.128981,0.010789,-0.030234,ME3
-0.244438,-0.333313,-0.058806,0.109663,0.045402,0.004348,-0.020514,MIT
0.01663,0.038453,0.056347,0.020088,0.07184,0.009625,0.024266,NUC
-0.051667,-0.199948,0.034557,-0.034573,0.033562,0.004629,0.062214,MIT
0.238504,-0.015698,0.046226,0.060613,0.300763,0.01003,-0.024725,ME3
0.055616,0.076968,0.025337,0.016981,0.038075,0.009638,-0.006918,CYT
0.10591,0.102849,-0.470014,-0.015982,-0.023848,-0.016681,-0.006988,NUC
0.067212,0.085372,0.059885,-0.034588,0.031076,0.010461,0.002684,CYT
-0.109028,-0.297618,0.038371,0.021833,-0.006919,0.006077,0.039237,NUC
-0.132463,0.102636,-0.053365,0.057041,-0.100084,0.007554,-0.019151,NUC
0.170889,0.031127,0.054981,0.106736,0.047734,0.006409,0.119857,NUC
-0.178042,0.033003,-0.202681,0.179713,0.115673,-0.001052,0.003171,ME2
0.003072,0.07244,-0.129064,0.064331,-0.205345,0.003904,-0.025354,NUC
0.126361,0.014738,0.08924,0.142574,0.018344,0.010045,0.089765,CYT
0.140593,0.008407,0.005044,-0.111329,0.16689,0.005358,0.001622,ME3
0.199487,0.039811,0.039848,0.042996,-0.008378,0.009735,0.009665,CYT
0.195254,-0.088284,0.024169,-0.019381,0.001406,0.005677,0.043152,NUC
0.140816,0.007567,0.005914,-0.110519,0.165527,0.005828,-0.008082,ME3
0.194846,-0.066581,0.024189,-0.027681,-0.000449,0.006269,0.030731,NUC
0.017311,0.003865,0.066164,0.020038,-0.059818,0.010791,0.015794,CYT
-0.205989,-0.35374,0.014721,-0.077042,-0.065287,0.00436,0.01922,MIT
-0.072884,-0.206343,-0.003439,-0.037295,-0.038966,0.00346,0.048211,MIT
-0.226468,0.059913,0.029896,0.033434,0.082116,0.011497,-0.03696,MIT
0.133581,0.029525,0.066872,-0.012243,0.0261,0.007625,0.072988,MIT
-0.358705,-0.035089,-0.021677,0.102384,0.017417,0.00491,0.068697,MIT
0.062118,0.049898,-0.222328,0.065448,-0.04059,0.000511,-0.083192,NUC
0.287383,0.020471,0.082595,-0.155327,-0.139079,0.030875,-0.486511,NUC
0.247937,-0.171018,-0.263468,-0.037038,-0.034215,-0.007574,-0.021826,NUC
0.042118,0.149255,-0.116897,0.054159,-0.026965,0.004167,-0.024741,NUC
-0.108678,-0.118161,0.035066,0.023753,0.057279,0.005444,0.075488,MIT
-0.122432,0.149072,0.043229,0.00294,-0.000311,0.010281,0.018475,CYT
-0.159254,0.130192,0.090654,0.080109,0.00253,-0.817478,0.00093,POX
-0.030892,-0.264084,0.035664,-0.083606,-0.038691,0.005052,0.033807,MIT
-0.067626,-0.155891,0.028227,-0.061202,0.104022,0.006875,-0.004921,ME3
-0.206016,0.080977,-0.010921,0.03602,0.107899,0.008447,-0.014974,ME2
0.042666,0.031451,0.055776,-0.014379,0.070627,0.009984,0.002608,CYT
0.148354,-0.046888,0.070238,-0.068149,-0.073101,0.009654,0.008365,MIT
-0.024746,-0.014144,0.047524,-0.056663,-0.060558,0.008185,0.028698,NUC
-0.075766,-0.156221,-0.01489,-0.020813,0.070856,0.005537,-0.011347,MIT
-0.116576,-0.341946,0.017179,-0.065901,0.074166,0.003431,0.032871,MIT
-0.155465,0.104047,-0.020437,0.057615,0.100547,0.0083,-0.013824,NUC
-0.206569,0.185572,0.03773,0.013817,-0.04424,0.010662,0.019592,EXC
-0.048818,0.089742,0.024292,-0.164176,0.040134,0.007405,-0.00549,ME3
-0.015764,0.091153,0.054645,0.002699,0.053784,0.011742,-0.020662,NUC
0.091712,0.011795,-0.031115,0.009289,-0.13904,0.006535,-0.002225,NUC
-0.011751,0.075581,0.048823,0.013705,0.119965,0.009331,0.022685,CYT
0.106645,0.045756,0.066681,-0.05544,-0.007487,0.012147,-0.039281,CYT
0.130401,0.08867,0.068751,-0.087079,-0.107237,0.009598,0.029509,CYT
-0.103892,0.104309,-0.138352,-0.140204,-0.273932,0.001572,-0.028769,NUC
-0.13932,0.029292,0.031903,-0.056263,-0.061515,0.006902,0.051156,NUC
0.167519,-0.07254,0.068593,-0.089212,-0.06791,0.009046,0.008493,CYT
0.101326,-0.006012,0.091705,0.080444,-0.049664,0.016634,-0.076535,EXC
-0.425062,0.034704,0.023619,0.050789,-0.125489,0.013824,-0.07125,EXC
-0.378803,0.05146,0.018406,0.037788,-0.037373,0.011069,-0.024421,EXC
-0.078369,-0.421398,0.043902,0.015651,-0.061963,0.006037,0.027889,MIT
-0.183717,-0.1252,-0.016855,0.074926,0.047928,0.003916,0.064795,MIT
-0.040494,-0.211569,-0.08421,0.054684,-0.048657,0.001943,0.010421,MIT
-0.018884,0.066608,0.02931,0.03636,-0.023947,0.007829,0.053089,NUC
0.263397,0.024118,-0.127114,0.063589,0.035055,0.000172,0.023431,NUC
0.192576,0.061865,-0.104629,0.109375,-0.054631,0.007347,-0.084952,NUC
-0.010698,-0.278593,-0.380325,0.056515,-0.019432,-0.014217,0.006267,MIT
-0.128729,0.082595,0.033853,-0.024673,0.02198,0.008008,0.038157,MIT
-0.216307,-0.310862,-0.214382,-0.173388,-0.106681,-0.009541,0.042686,MIT
-0.094367,0.144861,-0.085415,0.088061,0.025259,0.00427,0.02131,NUC
0.050094,0.100846,0.080516,0.026703,-0.131712,0.013725,-0.010459,CYT
0.065518,0.020385,0.107724,-0.022793,-0.049603,-0.817785,-0.024096,POX
-0.332272,-0.157457,-0.01741,-0.128664,0.111506,0.004235,-0.011947,ME2
-0.26129,0.001073,-0.017744,0.005987,0.158766,0.007167,-0.019441,ME2
-0.294551,0.109932,-0.057947,0.168576,0.17662,0.007642,-0.012488,ME2
-0.098849,0.074796,-0.011164,0.134414,0.004263,0.01231,-0.070565,MIT
-0.044094,-0.05436,-0.1603,0.057333,0.073165,-0.000235,-0.01653,NUC
-0.210597,-0.505964,-0.141405,-0.178902,-0.108702,-0.003875,-0.034918,MIT
-0.121459,0.048298,0.03397,-0.033064,0.04203,0.009296,-0.002554,MIT
0.264782,0.057088,-0.060031,0.093352,0.02719,0.0041,0.030239,NUC
-0.190243,-0.089025,0.034261,0.00535,-0.053176,0.008598,0.01364,MIT
0.082959,-0.264452,0.05488,-0.044184,0.013194,0.00746,0.004218,MIT
0.002854,-0.140887,0.064905,0.064556,0.016761,0.011443,-0.019441,MIT
0.06298,0.032016,0.067562,-0.027297,-0.107763,0.009655,0.037549,MIT
-0.007645,-0.068646,0.187226,0.135816,0.009395,0.018085,0.012253,MIT
-0.025606,-0.058077,0.063517,0.054392,-0.049648,0.010429,0.021245,MIT
-0.090021,-0.372406,0.02746,-0.084389,-0.034023,0.005327,-0.000197,MIT
0.002559,-0.127397,0.072249,0.088808,-0.064976,0.01075,0.023519,MIT
-0.109361,-0.096643,0.079119,0.109047,-0.033896,-0.819615,0.007846,MIT
0.157708,0.052826,0.09596,0.113512,-0.04398,0.011629,0.063668,MIT
-0.178744,-0.230534,-0.011385,0.091719,-0.093215,0.006808,0.004137,MIT
0.020438,-0.052955,0.071813,0.093904,0.007019,0.01125,0.018186,MIT
0.015527,-0.167548,-0.051765,-0.040998,-0.068854,0.007252,-0.095175,MIT
0.024702,-0.174166,0.169737,0.038664,-0.030847,0.010219,0.129444,MIT
0.069502,-0.141113,0.042792,0.089305,-0.098591,0.009357,0.018195,MIT
-0.095416,-0.074781,0.1792,0.083893,-0.063447,0.021548,-0.085552,MIT
-0.11847,0.016014,0.063463,0.013935,-0.081865,0.01364,-0.04706,MIT
-0.123057,-0.065817,0.050216,0.036891,-0.072681,0.010167,0.009876,MIT
-0.164537,0.097312,0.050766,0.049531,-0.08211,0.011786,0.007199,MIT
-0.102472,-0.222308,-0.004524,0.08622,-0.046394,0.007499,-0.010994,MIT
-0.00803,0.089529,0.079895,0.135377,-0.013714,0.014097,0.001966,MIT
0.112166,-0.236928,0.064954,-0.012344,0.000555,0.008468,0.007796,MIT
-0.05528,-0.092225,0.060884,0.059545,-0.069465,0.010012,0.026342,MIT
-0.20885,-0.159586,0.034485,0.028175,-0.028579,0.009862,-0.022653,MIT
-0.038116,-0.055594,0.019284,0.089223,-0.056335,0.010367,-0.020041,MIT
-0.132188,-0.172365,-0.006149,0.056148,-0.024389,0.005641,0.028916,MIT
-0.203295,-0.212479,-0.012155,0.0828,0.011592,0.007129,-0.013134,MIT
0.009208,-0.163644,0.044905,-0.088528,-0.073118,0.006413,0.031257,MIT
-0.158658,-0.227661,-0.058285,0.015505,0.02281,0.003955,-0.021922,MIT
-0.095967,-0.087684,0.047788,0.070509,0.066276,0.00943,0.016219,MIT
-0.212857,-0.311911,-0.103503,-0.062154,0.015659,-0.002842,0.045346,MIT
-0.075032,0.159315,0.051186,-0.038689,-0.079061,0.011858,-0.013591,MIT
-0.047693,0.125693,0.037578,-0.179549,-0.171348,0.008376,0.010136,MIT
-0.367162,0.126347,0.00415,-0.067673,0.030547,0.012007,-0.090204,ME1
-0.084136,-0.130095,-0.103052,-0.020959,-0.029034,-0.000382,0.032191,MIT
0.140162,-0.082773,0.071831,0.032493,0.092156,0.010169,0.00715,MIT
-0.066495,-0.277887,0.030129,-0.042491,0.093335,0.006635,-0.011409,MIT
0.175288,0.021855,-0.052498,-0.110473,0.013357,0.001472,0.037307,NUC
-0.073046,0.025514,0.041935,-0.047315,-0.054389,0.007711,0.043694,NUC
-0.053997,-0.178661,0.025099,-0.06797,0.104957,0.00421,0.046995,NUC
